checkintime,checkinid,userid,checkintype
2024-06-09T05:54:50Z,"123,245,865",87437497,Away ELITE member
2024-06-09T05:55:54Z,"123,062,718",96936514,Away ELITE member
2024-06-09T06:00:03Z,"123,217,825",94138248,Away ELITE member
2024-06-09T06:00:16Z,"123,207,754",11086778,Yet to be tagged
2024-06-09T06:06:48Z,"123,210,451",98376162,Away ELITE member
2024-06-09T06:11:19Z,"38,287,009",93614810,Tagged Member
2024-06-09T06:43:11Z,"38,287,621",95497377,Tagged Member
2024-06-09T06:47:51Z,"123,009,808",97912529,Away ELITE member
2024-06-09T06:51:19Z,"123,266,903",4690251,Away ELITE member
2024-06-09T06:53:49Z,"123,097,151",86019532,Away ELITE member
2024-06-09T06:56:04Z,"123,251,066",63768182,Away ELITE member
2024-06-09T06:56:14Z,"123,286,027",152118,Away ELITE member
2024-06-09T06:57:42Z,"123,083,838",94490164,Away ELITE member
2024-06-09T06:57:42Z,"123,285,928",93008074,Away ELITE member
2024-06-09T06:58:01Z,"123,269,232",96273103,Away ELITE member
2024-06-09T06:58:10Z,"123,282,708",89661043,Away ELITE member
2024-06-09T06:58:18Z,"123,289,673",53527579,Away ELITE member
2024-06-09T06:58:39Z,"123,288,723",39577537,Away ELITE member
2024-06-09T06:58:48Z,"123,252,953",97484756,Away ELITE member
2024-06-09T06:59:34Z,"123,285,823",26990826,Away ELITE member
2024-06-09T06:59:42Z,"123,135,927",35449,Away ELITE member
2024-06-09T06:59:51Z,"123,009,261",96086447,Away ELITE member
2024-06-09T06:59:59Z,"123,009,262",96086379,Away ELITE member
2024-06-09T07:00:08Z,"123,155,317",7108567,Away ELITE member
2024-06-09T07:00:23Z,"123,286,277",95916288,Away ELITE member
2024-06-09T07:00:33Z,"123,076,055",52927985,Away ELITE member
2024-06-09T07:00:42Z,"123,284,941",98054659,Away ELITE member
2024-06-09T07:01:06Z,"123,024,721",94797973,Away ELITE member
2024-06-09T07:01:16Z,"123,248,824",97517506,Away ELITE member
2024-06-09T07:01:40Z,"123,284,943",95720186,Away ELITE member
2024-06-09T07:01:48Z,"123,249,017",90834993,Away ELITE member
2024-06-09T07:03:14Z,"123,120,777",92244526,Away ELITE member
2024-06-09T07:17:44Z,"38,288,588",98221894,Tagged Member
2024-06-09T07:25:29Z,"38,288,833",23069,Away ELITE member
2024-06-09T07:29:38Z,"38,288,988",98328740,Tagged Member
2024-06-09T07:36:08Z,"38,289,230",32497,Away ELITE member
2024-06-09T07:40:04Z,"123,014,917",66370616,Away ELITE member
2024-06-09T07:41:44Z,"123,251,410",98376162,Away ELITE member
2024-06-09T07:41:58Z,"38,289,452",96535759,Tagged Member
2024-06-09T07:42:22Z,"123,255,575",97024801,Away ELITE member
2024-06-09T07:50:53Z,"123,153,822",92963738,Away ELITE member
2024-06-09T07:51:04Z,"123,271,749",98374683,Away ELITE member
2024-06-09T07:55:10Z,"122,993,231",92708366,Away ELITE member
2024-06-09T07:55:24Z,"123,020,838",27629985,Away ELITE member
2024-06-09T07:55:39Z,"123,000,443",82626217,Away ELITE member
2024-06-09T07:57:54Z,"123,009,815",97912529,Away ELITE member
2024-06-09T07:58:09Z,"123,277,713",77869,Away ELITE member
2024-06-09T07:58:16Z,"38,290,183",7555423,Away ELITE member
2024-06-09T07:58:17Z,"123,244,198",90834993,Away ELITE member
2024-06-09T07:58:25Z,"123,249,029",4690251,Away ELITE member
2024-06-09T07:58:35Z,"123,294,035",52927985,Away ELITE member
2024-06-09T07:58:43Z,"123,030,980",15888207,Away ELITE member
2024-06-09T07:58:51Z,"122,987,561",92757322,Away ELITE member
2024-06-09T07:59:00Z,"123,287,522",26990826,Away ELITE member
2024-06-09T07:59:32Z,"123,294,040",35449,Away ELITE member
2024-06-09T07:59:41Z,"123,288,590",95916288,Away ELITE member
2024-06-09T07:59:50Z,"123,287,736",64795793,Away ELITE member
2024-06-09T07:59:56Z,"122,976,408",37562483,Away ELITE member
2024-06-09T08:00:11Z,"123,293,532",6266326,Away ELITE member
2024-06-09T08:00:19Z,"123,268,834",40119957,Away ELITE member
2024-06-09T08:00:28Z,"123,292,654",62861651,Away ELITE member
2024-06-09T08:00:53Z,"123,010,516",92126611,Away ELITE member
2024-06-09T08:01:06Z,"123,242,850",97196247,Away ELITE member
2024-06-09T08:02:01Z,"122,979,848",74330265,Away ELITE member
2024-06-09T08:02:21Z,"122,979,752",85183015,Away ELITE member
2024-06-09T08:02:32Z,"123,286,208",94138248,Away ELITE member
2024-06-09T08:04:03Z,"123,286,814",91923422,Away ELITE member
2024-06-09T08:29:29Z,"38,291,673",18572495,Tagged Member
2024-06-09T08:29:32Z,"38,291,688",95155963,Tagged Member
2024-06-09T08:34:37Z,"38,291,936",96547053,Tagged Member
2024-06-09T08:48:30Z,"38,292,610",9493423,Away ELITE member
2024-06-09T08:49:48Z,"123,291,205",94582194,Away ELITE member
2024-06-09T08:49:59Z,"123,249,281",1101737,Away ELITE member
2024-06-09T08:50:32Z,"123,296,850",256364,Yet to be tagged
2024-06-09T08:52:13Z,"123,174,070",97632525,Away ELITE member
2024-06-09T08:52:53Z,"38,292,859",97036461,Tagged Member
2024-06-09T08:53:58Z,"123,251,421",153462,Away ELITE member
2024-06-09T08:54:21Z,"123,286,218",15888207,Away ELITE member
2024-06-09T08:54:55Z,"123,111,184",97196247,Away ELITE member
2024-06-09T08:55:40Z,"123,034,058",69556544,Away ELITE member
2024-06-09T08:55:47Z,"123,285,754",97024801,Away ELITE member
2024-06-09T08:56:29Z,"123,291,152",12204046,Away ELITE member
2024-06-09T08:58:59Z,"122,995,005",17657448,Away ELITE member
2024-06-09T08:59:20Z,"123,289,076",81360300,Away ELITE member
2024-06-09T08:59:53Z,"123,286,582",81360300,Away ELITE member
2024-06-09T09:00:40Z,"123,298,623",90999491,Away ELITE member
2024-06-09T09:01:40Z,"123,232,952",89778988,Away ELITE member
2024-06-09T09:01:50Z,"123,283,915",40119957,Away ELITE member
2024-06-09T09:01:58Z,"123,019,258",5662816,Away ELITE member
2024-06-09T09:02:09Z,"123,139,442",95367651,Away ELITE member
2024-06-09T09:02:17Z,"123,086,533",6559953,Away ELITE member
2024-06-09T09:06:48Z,"38,293,566",98115869,Tagged Member
2024-06-09T09:21:49Z,"38,294,260",95651070,Away ELITE member
2024-06-09T09:26:57Z,"38,294,526",95921284,Tagged Member
2024-06-09T09:41:30Z,"38,295,184",33528081,Away ELITE member
2024-06-09T09:45:18Z,"123,243,889",93795269,Away ELITE member
2024-06-09T09:45:35Z,"123,282,593",92935053,Away ELITE member
2024-06-09T09:49:07Z,"38,295,552",79505335,Away ELITE member
2024-06-09T09:50:09Z,"123,115,406",97752801,Away ELITE member
2024-06-09T09:50:16Z,"123,246,240",97752856,Away ELITE member
2024-06-09T09:51:00Z,"123,100,438",49684818,Away ELITE member
2024-06-09T09:53:02Z,"123,291,005",82595198,Away ELITE member
2024-06-09T09:55:27Z,"38,295,843",95012196,Away ELITE member
2024-06-09T09:55:43Z,"122,985,126",71152892,Away ELITE member
2024-06-09T09:56:58Z,"123,195,801",1897620,Away ELITE member
2024-06-09T09:57:09Z,"123,246,319",90714793,Away ELITE member
2024-06-09T09:57:48Z,"123,296,825",98477334,Away ELITE member
2024-06-09T09:58:33Z,"123,186,116",8223342,Away ELITE member
2024-06-09T09:58:53Z,"123,247,705",95367651,Away ELITE member
2024-06-09T09:59:08Z,"123,302,320",40119957,Away ELITE member
2024-06-09T09:59:43Z,"123,302,361",89778988,Away ELITE member
2024-06-09T10:00:06Z,"123,243,640",90952003,Away ELITE member
2024-06-09T10:00:10Z,"38,296,090",96885452,Tagged Member
2024-06-09T10:00:14Z,"123,301,145",9830558,Away ELITE member
2024-06-09T10:01:58Z,"123,302,165",55728247,Away ELITE member
2024-06-09T10:02:36Z,"123,300,597",31559346,Away ELITE member
2024-06-09T10:03:02Z,"123,237,110",94973652,Away ELITE member
2024-06-09T10:03:55Z,"123,297,182",23344808,Away ELITE member
2024-06-09T10:04:12Z,"123,031,480",7838313,Away ELITE member
2024-06-09T10:04:20Z,"123,298,715",94542418,Away ELITE member
2024-06-09T10:04:38Z,"123,298,705",15611490,Away ELITE member
2024-06-09T10:26:23Z,"38,297,430",94163377,Tagged Member
2024-06-09T10:39:14Z,"38,297,974",70396775,Tagged Member
2024-06-09T10:49:23Z,"38,298,398",36644,Tagged Member
2024-06-09T10:50:38Z,"38,298,454",5860224,Tagged Member
2024-06-09T10:54:10Z,"123,296,421",84789651,Away ELITE member
2024-06-09T10:55:09Z,"123,061,532",96564471,Away ELITE member
2024-06-09T10:55:18Z,"123,253,131",94668693,Away ELITE member
2024-06-09T10:55:37Z,"38,298,671",82595198,Tagged Member
2024-06-09T10:56:04Z,"38,298,693",97313422,Away ELITE member
2024-06-09T10:56:54Z,"123,300,889",23344808,Away ELITE member
2024-06-09T10:57:05Z,"38,298,746",90714793,Away ELITE member
2024-06-09T10:57:22Z,"123,304,032",43072,Away ELITE member
2024-06-09T10:59:08Z,"123,275,862",94009736,Away ELITE member
2024-06-09T10:59:29Z,"123,304,030",1715616,Away ELITE member
2024-06-09T11:18:13Z,"38,299,573",21702938,Away ELITE member
2024-06-09T11:28:52Z,"38,299,996",50098404,Tagged Member
2024-06-09T11:31:54Z,"38,300,113",95982152,Away ELITE member
2024-06-09T11:52:52Z,"38,300,826",841445,Tagged Member
2024-06-09T11:58:01Z,"38,300,986",90010745,Away ELITE member
2024-06-09T12:26:40Z,"38,301,887",95242445,Tagged Member
2024-06-09T12:26:47Z,"38,301,892",148590,Away ELITE member
2024-06-09T13:02:55Z,"38,302,810",89942819,Tagged Member
2024-06-09T15:06:43Z,"38,304,796",83501496,Tagged Member
2024-06-09T16:53:36Z,"123,324,673",52927985,Away ELITE member
2024-06-09T16:54:34Z,"38,307,344",10400867,Away ELITE member
2024-06-09T16:56:57Z,"38,307,437",36011415,Tagged Member
2024-06-09T17:02:15Z,"123,323,005",1031889,Away ELITE member
2024-06-09T17:25:25Z,"38,308,549",98344616,Away ELITE member
2024-06-09T17:26:27Z,"38,308,600",53944074,Away ELITE member
2024-06-09T17:40:17Z,"123,309,084",94792088,Away ELITE member
2024-06-09T17:44:33Z,"123,313,200",79086334,Away ELITE member
2024-06-09T17:51:44Z,"38,309,689",52927985,Tagged Member
2024-06-09T17:51:51Z,"123,198,028",24934194,Away ELITE member
2024-06-09T17:54:39Z,"123,327,569",96062288,Away ELITE member
2024-06-09T17:55:24Z,"123,329,437",4690251,Away ELITE member
2024-06-09T17:56:47Z,"38,309,937",85525705,Tagged Member
2024-06-09T18:52:20Z,"123,131,302",97944898,Away ELITE member
2024-06-09T19:00:01Z,"123,136,934",97071929,Away ELITE member
2024-06-09T19:02:35Z,"38,312,968",84203582,Tagged Member
2024-06-09T19:11:32Z,"38,313,318",972213,Tagged Member
2024-06-09T19:40:35Z,"38,314,313",93501091,Away ELITE member
2024-06-09T19:41:37Z,"38,314,343",1141753,Away ELITE member
2024-06-09T19:52:23Z,"38,314,669",98172944,Tagged Member
2024-06-09T20:04:34Z,"38,314,998",190488,Away ELITE member
2024-06-09T20:05:54Z,"38,315,037",90023953,Away ELITE member
2024-06-09T20:15:30Z,"38,315,252",10628362,Tagged Member
2024-06-10T06:01:08Z,"38,318,289",95285513,Tagged Member
2024-06-10T06:01:29Z,"38,318,317",21641830,Tagged Member
2024-06-10T06:02:43Z,"38,318,429",93042582,Tagged Member
2024-06-10T06:02:46Z,"38,318,446",97343669,Tagged Member
2024-06-10T06:02:54Z,"38,318,452",96289072,Tagged Member
2024-06-10T06:02:55Z,"38,318,467",97117522,Tagged Member
2024-06-10T06:03:26Z,"38,318,493",18856439,Tagged Member
2024-06-10T06:04:46Z,"38,318,614",97356262,Tagged Member
2024-06-10T06:08:22Z,"38,319,019",92805476,Tagged Member
2024-06-10T06:08:51Z,"38,319,069",96105725,Tagged Member
2024-06-10T06:09:36Z,"38,319,143",96103845,Tagged Member
2024-06-10T06:09:39Z,"38,319,153",6755340,Tagged Member
2024-06-10T06:10:13Z,"38,319,209",94752414,Tagged Member
2024-06-10T06:10:32Z,"38,319,235",58199386,Tagged Member
2024-06-10T06:14:20Z,"38,319,627",18500812,Tagged Member
2024-06-10T06:15:11Z,"38,319,702",97205184,Tagged Member
2024-06-10T06:28:51Z,"38,321,111",96547053,Tagged Member
2024-06-10T06:29:16Z,"38,321,152",94489148,Tagged Member
2024-06-10T06:31:14Z,"38,321,363",81341650,Tagged Member
2024-06-10T06:38:15Z,"38,322,147",92928612,Away ELITE member
2024-06-10T06:43:22Z,"38,322,733",94751895,Tagged Member
2024-06-10T06:49:17Z,"123,114,832",90116263,Away ELITE member
2024-06-10T06:50:03Z,"123,382,244",27629985,Away ELITE member
2024-06-10T06:50:20Z,"123,085,436",29491166,Away ELITE member
2024-06-10T06:50:39Z,"123,069,174",56551270,Away ELITE member
2024-06-10T06:51:12Z,"38,323,575",96010142,Tagged Member
2024-06-10T06:52:22Z,"123,123,078",97323927,Away ELITE member
2024-06-10T06:52:30Z,"123,382,915",97827748,Away ELITE member
2024-06-10T06:53:42Z,"123,208,388",98374683,Away ELITE member
2024-06-10T06:54:09Z,"123,079,408",97117522,Away ELITE member
2024-06-10T06:54:27Z,"123,374,611",73891418,Away ELITE member
2024-06-10T06:55:13Z,"123,381,843",92757322,Away ELITE member
2024-06-10T06:55:34Z,"123,379,716",53527579,Away ELITE member
2024-06-10T06:57:37Z,"123,381,768",92708366,Away ELITE member
2024-06-10T06:58:46Z,"123,382,242",83923480,Away ELITE member
2024-06-10T06:59:24Z,"123,101,924",94490164,Away ELITE member
2024-06-10T06:59:32Z,"123,207,987",97196247,Away ELITE member
2024-06-10T06:59:48Z,"123,277,299",14362905,Away ELITE member
2024-06-10T06:59:59Z,"123,340,159",63768182,Away ELITE member
2024-06-10T07:00:23Z,"123,100,650",535634,Away ELITE member
2024-06-10T07:00:36Z,"123,231,120",95344288,Away ELITE member
2024-06-10T07:01:36Z,"123,382,387",95916288,Away ELITE member
2024-06-10T07:02:30Z,"123,380,561",96086447,Away ELITE member
2024-06-10T07:02:55Z,"123,380,560",96086379,Away ELITE member
2024-06-10T07:11:01Z,"38,326,031",980059,Away ELITE member
2024-06-10T07:11:29Z,"38,326,080",98221894,Tagged Member
2024-06-10T07:15:54Z,"38,326,703",82175503,Tagged Member
2024-06-10T07:27:06Z,"123,112,960",18856439,Away ELITE member
2024-06-10T07:31:52Z,"38,328,567",87406902,Tagged Member
2024-06-10T07:45:16Z,"123,389,498",90391090,Away ELITE member
2024-06-10T07:47:09Z,"38,330,322",20134336,Away ELITE member
2024-06-10T07:48:22Z,"123,113,680",98376162,Away ELITE member
2024-06-10T07:48:32Z,"123,366,699",21767036,Away ELITE member
2024-06-10T07:50:20Z,"38,330,682",55247084,Away ELITE member
2024-06-10T07:50:45Z,"38,330,724",3835321,Tagged Member
2024-06-10T07:50:50Z,"123,381,383",13238882,Away ELITE member
2024-06-10T07:52:54Z,"123,386,720",32540637,Away ELITE member
2024-06-10T07:53:03Z,"123,123,081",97323927,Away ELITE member
2024-06-10T07:53:13Z,"38,330,998",95344288,Away ELITE member
2024-06-10T07:53:15Z,"123,069,206",56551270,Away ELITE member
2024-06-10T07:53:26Z,"123,353,615",98374683,Away ELITE member
2024-06-10T07:53:36Z,"123,216,063",97196247,Away ELITE member
2024-06-10T07:54:07Z,"123,314,245",86019532,Away ELITE member
2024-06-10T07:54:15Z,"123,318,227",93917404,Away ELITE member
2024-06-10T07:54:24Z,"123,369,764",90116263,Away ELITE member
2024-06-10T07:55:00Z,"123,391,997",24411948,Away ELITE member
2024-06-10T07:55:14Z,"123,068,580",96546716,Away ELITE member
2024-06-10T07:55:55Z,"38,331,333",949150,Away ELITE member
2024-06-10T07:56:04Z,"123,379,279",97024801,Away ELITE member
2024-06-10T07:56:34Z,"123,096,371",98651,Away ELITE member
2024-06-10T07:56:58Z,"123,370,929",152118,Away ELITE member
2024-06-10T07:57:02Z,"38,331,446",47680225,Tagged Member
2024-06-10T07:57:10Z,"123,389,430",97459536,Away ELITE member
2024-06-10T07:58:07Z,"123,111,215",24014640,Away ELITE member
2024-06-10T07:58:33Z,"123,391,484",84527427,Away ELITE member
2024-06-10T07:58:46Z,"123,383,419",95916288,Away ELITE member
2024-06-10T07:59:00Z,"123,192,143",8990480,Away ELITE member
2024-06-10T07:59:23Z,"123,068,518",17657448,Away ELITE member
2024-06-10T07:59:26Z,"123,384,915",32497,Away ELITE member
2024-06-10T07:59:37Z,"123,155,263",95397277,Away ELITE member
2024-06-10T07:59:45Z,"38,331,758",84527427,Away ELITE member
2024-06-10T08:00:39Z,"38,331,853",94492736,Tagged Member
2024-06-10T08:01:44Z,"123,070,954",37562483,Away ELITE member
2024-06-10T08:02:08Z,"123,391,025",85948849,Away ELITE member
2024-06-10T08:02:16Z,"123,154,016",96321020,Away ELITE member
2024-06-10T08:05:55Z,"123,385,801",1364859,Away ELITE member
2024-06-10T08:06:06Z,"123,149,222",89778988,Away ELITE member
2024-06-10T08:14:39Z,"38,333,523",12801788,Away ELITE member
2024-06-10T08:14:54Z,"38,333,545",98630740,Yet to be tagged
2024-06-10T08:15:14Z,"38,333,578",95819105,Away ELITE member
2024-06-10T08:26:25Z,"38,334,817",95012196,Away ELITE member
2024-06-10T08:26:32Z,"38,334,831",97003497,Away ELITE member
2024-06-10T08:27:05Z,"38,334,883",51933842,Tagged Member
2024-06-10T08:28:37Z,"38,335,032",51930260,Tagged Member
2024-06-10T08:34:30Z,"38,335,640",95484388,Tagged Member
2024-06-10T08:34:34Z,"38,335,653",66370616,Tagged Member
2024-06-10T08:37:00Z,"38,335,883",94372898,Tagged Member
2024-06-10T08:37:22Z,"38,335,919",97379819,Tagged Member
2024-06-10T08:48:26Z,"123,220,307",719065,Away ELITE member
2024-06-10T08:49:10Z,"38,337,029",98046973,Tagged Member
2024-06-10T08:51:21Z,"123,257,168",95459789,Away ELITE member
2024-06-10T08:51:37Z,"38,337,230",10628362,Tagged Member
2024-06-10T08:52:59Z,"123,296,438",13935575,Away ELITE member
2024-06-10T08:53:25Z,"38,337,403",31270998,Tagged Member
2024-06-10T08:53:57Z,"123,237,035",94973652,Away ELITE member
2024-06-10T08:54:48Z,"123,389,006",89355099,Away ELITE member
2024-06-10T08:54:56Z,"123,130,101",96462256,Away ELITE member
2024-06-10T08:55:15Z,"123,327,960",53539340,TRIAL
2024-06-10T08:55:33Z,"123,297,185",118716,Away ELITE member
2024-06-10T08:55:46Z,"38,337,626",39118868,Tagged Member
2024-06-10T08:55:52Z,"123,394,596",532279,Away ELITE member
2024-06-10T08:56:00Z,"123,391,538",90840479,Away ELITE member
2024-06-10T08:56:10Z,"123,088,595",82595198,Away ELITE member
2024-06-10T08:56:30Z,"123,330,365",96149121,Away ELITE member
2024-06-10T08:56:51Z,"123,305,289",89778988,Away ELITE member
2024-06-10T08:57:01Z,"123,385,219",97024801,Away ELITE member
2024-06-10T08:57:27Z,"123,338,964",40119957,Away ELITE member
2024-06-10T08:57:29Z,"123,121,214",81360300,Away ELITE member
2024-06-10T08:57:35Z,"123,247,719",95367651,Away ELITE member
2024-06-10T08:58:00Z,"123,101,318",96321020,Away ELITE member
2024-06-10T08:58:15Z,"38,337,863",96585348,Tagged Member
2024-06-10T08:58:22Z,"123,114,900",24014640,Away ELITE member
2024-06-10T08:58:28Z,"123,146,161",68043413,Away ELITE member
2024-06-10T08:58:35Z,"123,300,557",8223342,Away ELITE member
2024-06-10T08:59:10Z,"123,397,571",24411948,Away ELITE member
2024-06-10T09:01:22Z,"123,389,322",94261728,Away ELITE member
2024-06-10T09:08:16Z,"38,338,747",95529917,Away ELITE member
2024-06-10T09:09:18Z,"123,392,262",1568606,Away ELITE member
2024-06-10T09:20:30Z,"38,339,721",18348189,Away ELITE member
2024-06-10T09:22:16Z,"38,339,860",7303768,Away ELITE member
2024-06-10T09:32:22Z,"38,340,563",96881635,Away ELITE member
2024-06-10T09:39:03Z,"38,341,056",26037499,Tagged Member
2024-06-10T09:42:07Z,"123,137,041",88545933,Away ELITE member
2024-06-10T09:42:24Z,"123,389,868",95529917,Away ELITE member
2024-06-10T09:45:52Z,"123,400,406",2232859,Away ELITE member
2024-06-10T09:50:47Z,"123,388,699",18348189,Away ELITE member
2024-06-10T09:52:56Z,"123,340,257",89355099,Away ELITE member
2024-06-10T09:53:10Z,"123,250,940",84621662,Away ELITE member
2024-06-10T09:53:27Z,"123,075,388",1533105,Away ELITE member
2024-06-10T09:53:30Z,"38,341,950",1568606,Away ELITE member
2024-06-10T09:54:13Z,"38,342,008",82595198,Tagged Member
2024-06-10T09:54:18Z,"123,352,313",95367651,Away ELITE member
2024-06-10T09:54:44Z,"123,202,891",97632525,Away ELITE member
2024-06-10T09:54:57Z,"123,398,695",153462,Away ELITE member
2024-06-10T09:56:07Z,"123,399,955",67876261,Away ELITE member
2024-06-10T09:57:06Z,"123,080,178",88800790,Away ELITE member
2024-06-10T09:58:58Z,"123,371,319",96820564,Away ELITE member
2024-06-10T09:59:06Z,"123,398,587",55728247,Away ELITE member
2024-06-10T10:00:06Z,"123,318,405",29941950,Away ELITE member
2024-06-10T10:01:05Z,"123,198,105",24934194,Away ELITE member
2024-06-10T10:03:00Z,"123,332,303",1031889,Away ELITE member
2024-06-10T10:03:50Z,"123,086,585",6559953,Away ELITE member
2024-06-10T10:06:14Z,"123,400,264",22610996,Away ELITE member
2024-06-10T10:06:29Z,"123,395,091",71309468,Away ELITE member
2024-06-10T10:07:12Z,"38,342,750",96449995,Tagged Member
2024-06-10T10:14:14Z,"38,343,136",163609,Away ELITE member
2024-06-10T10:49:05Z,"38,344,897",62840735,Away ELITE member
2024-06-10T10:54:18Z,"38,345,134",1353287,Away ELITE member
2024-06-10T11:00:37Z,"38,345,432",153462,Away ELITE member
2024-06-10T11:02:27Z,"38,345,495",86093886,Tagged Member
2024-06-10T11:11:06Z,"38,345,900",94985130,Tagged Member
2024-06-10T11:11:11Z,"38,345,909",98370675,Tagged Member
2024-06-10T11:12:33Z,"38,345,961",95141462,Tagged Member
2024-06-10T11:55:34Z,"38,347,630",97912286,Tagged Member
2024-06-10T11:55:55Z,"38,347,642",93558538,Tagged Member
2024-06-10T12:03:23Z,"38,347,862",97528273,Tagged Member
2024-06-10T12:08:17Z,"38,348,027",21783861,Away ELITE member
2024-06-10T12:08:46Z,"38,348,035",98054338,Tagged Member
2024-06-10T12:28:14Z,"38,348,552",98076740,Tagged Member
2024-06-10T12:48:18Z,"38,348,997",89942819,Tagged Member
2024-06-10T12:57:55Z,"38,349,223",10758932,Away ELITE member
2024-06-10T13:04:17Z,"38,349,376",93496332,Tagged Member
2024-06-10T13:27:46Z,"38,349,896",94361296,Tagged Member
2024-06-10T13:39:51Z,"38,350,157",87421858,Tagged Member
2024-06-10T13:51:22Z,"38,350,472",24309622,Away PRO member
2024-06-10T13:58:37Z,"38,350,647",64663236,Away ELITE member
2024-06-10T15:06:15Z,"38,352,164",50098404,Tagged Member
2024-06-10T15:23:25Z,"38,352,611",95609670,Tagged Member
2024-06-10T15:27:55Z,"38,352,765",94513807,Tagged Member
2024-06-10T15:28:30Z,"38,352,773",92951646,Tagged Member
2024-06-10T16:05:21Z,"38,354,133",97903425,Tagged Member
2024-06-10T16:06:09Z,"38,354,179",98022429,Tagged Member
2024-06-10T16:22:24Z,"38,355,075",4003005,Tagged Member
2024-06-10T16:28:22Z,"38,355,456",83626690,Tagged Member
2024-06-10T16:41:33Z,"38,356,305",96182748,Away ELITE member
2024-06-10T17:02:40Z,"38,357,941",90553323,Tagged Member
2024-06-10T17:02:47Z,"38,357,960",1133609,Away ELITE member
2024-06-10T17:17:43Z,"38,359,374",94655812,Tagged Member
2024-06-10T17:40:02Z,"38,361,581",30219230,Tagged Member
2024-06-10T17:40:15Z,"38,361,592",94681671,Away ELITE member
2024-06-10T17:40:31Z,"38,361,629",94408878,Away ELITE member
2024-06-10T17:40:47Z,"123,253,573",16543498,Away ELITE member
2024-06-10T17:42:40Z,"123,095,773",84043,Away ELITE member
2024-06-10T17:44:58Z,"123,376,502",21889149,Away ELITE member
2024-06-10T17:45:50Z,"123,319,794",83626690,Away ELITE member
2024-06-10T17:45:59Z,"123,145,736",23102277,Away ELITE member
2024-06-10T17:46:07Z,"123,426,770",98497149,Away ELITE member
2024-06-10T17:46:34Z,"38,362,306",47584216,Away ELITE member
2024-06-10T17:46:35Z,"123,173,964",19968630,Away ELITE member
2024-06-10T17:47:00Z,"123,425,766",93933709,Away ELITE member
2024-06-10T17:49:33Z,"123,323,002",73891418,Away ELITE member
2024-06-10T17:50:14Z,"38,362,713",96928559,Tagged Member
2024-06-10T17:50:47Z,"123,137,733",71152892,Away ELITE member
2024-06-10T17:51:42Z,"123,133,930",91269866,Away ELITE member
2024-06-10T17:52:08Z,"123,230,474",95464638,Away ELITE member
2024-06-10T17:52:40Z,"123,220,313",98669354,TRIAL
2024-06-10T17:53:51Z,"123,247,981",87127348,Away ELITE member
2024-06-10T17:54:01Z,"123,331,576",97752801,Away ELITE member
2024-06-10T17:55:18Z,"123,324,702",96974785,Away ELITE member
2024-06-10T17:55:33Z,"38,363,368",95093262,Tagged Member
2024-06-10T17:56:08Z,"123,102,891",65187999,Away ELITE member
2024-06-10T17:56:17Z,"123,232,389",95706413,Away ELITE member
2024-06-10T17:56:43Z,"123,426,858",94681671,Away ELITE member
2024-06-10T17:56:52Z,"123,336,238",97849879,Away ELITE member
2024-06-10T17:57:04Z,"123,427,884",95916288,Away ELITE member
2024-06-10T17:57:12Z,"123,369,262",20432346,Away ELITE member
2024-06-10T17:58:03Z,"123,428,148",96103845,Away ELITE member
2024-06-10T17:58:20Z,"123,428,098",96105725,Away ELITE member
2024-06-10T17:58:24Z,"38,363,727",87379526,Away ELITE member
2024-06-10T17:58:32Z,"123,375,949",88763465,Away ELITE member
2024-06-10T18:01:02Z,"38,364,073",98280096,Tagged Member
2024-06-10T18:17:35Z,"38,366,339",97275250,Away ELITE member
2024-06-10T18:26:00Z,"38,367,478",97008837,Tagged Member
2024-06-10T18:26:30Z,"38,367,577",46406960,Tagged Member
2024-06-10T18:27:09Z,"38,367,670",96649653,Tagged Member
2024-06-10T18:36:05Z,"38,369,032",92834079,Away ELITE member
2024-06-10T18:38:43Z,"38,369,440",95155963,Tagged Member
2024-06-10T18:39:26Z,"38,369,566",96580973,Tagged Member
2024-06-10T18:42:40Z,"123,429,419",40883782,Away ELITE member
2024-06-10T18:46:09Z,"123,323,978",40035211,Away ELITE member
2024-06-10T18:46:41Z,"123,428,260",94582194,Away ELITE member
2024-06-10T18:47:23Z,"123,411,535",50550,Away ELITE member
2024-06-10T18:48:05Z,"38,370,938",94598035,Tagged Member
2024-06-10T18:48:41Z,"123,369,283",20432346,Away ELITE member
2024-06-10T18:50:27Z,"123,202,383",98344616,Away ELITE member
2024-06-10T18:52:34Z,"123,423,196",86567893,Away ELITE member
2024-06-10T18:53:31Z,"123,429,494",97849879,Away ELITE member
2024-06-10T18:53:37Z,"38,371,855",97005426,Away ELITE member
2024-06-10T18:53:39Z,"38,371,873",96762846,Tagged Member
2024-06-10T18:53:40Z,"123,253,588",16543498,Away ELITE member
2024-06-10T18:54:09Z,"123,335,467",92244526,Away ELITE member
2024-06-10T18:55:24Z,"38,372,168",19968630,Away ELITE member
2024-06-10T18:55:52Z,"123,324,031",6362391,Away ELITE member
2024-06-10T18:56:00Z,"123,367,084",31785517,Away ELITE member
2024-06-10T18:56:17Z,"123,317,461",17368482,Away ELITE member
2024-06-10T18:56:26Z,"123,291,307",78316501,Away ELITE member
2024-06-10T18:56:34Z,"123,433,459",95916288,Away ELITE member
2024-06-10T18:56:43Z,"123,424,481",96062288,Away ELITE member
